,Unnamed: 0,slug,view_count,event,filmed
886,171,sara_ramirez_and_michael_pemberton_rollercoaster,897843,TED Talks Live,2015-11-01
887,174,sarah_corbett_activism_needs_introverts,823868,TEDxYouth@Bath,2016-11-17
889,181,sarah_kay_how_many_lives_can_you_live,750459,TEDxEast,2011-05-09
890,185,sarah_parcak_help_discover_ancient_ruins_before_it_s_too_late,865244,TED2016,2016-02-15
891,186,sarah_parcak_hunting_for_peru_s_lost_civilizations_with_satellites,1056991,TEDSummit,2016-06-27
893,188,sasha_dichter,295969,NextGen:Charity,2010-11-16
895,191,sayu_bhojwani_how_immigrant_voices_make_democracy_stronger,831650,TEDNYC,2016-09-07
897,195,scott_galloway_how_amazon_apple_facebook_and_google_manipulate_our_emotions,1596623,TEDNYC,2017-10-17
899,198,scott_rickard_the_beautiful_math_behind_the_ugliest_music,353970,TEDxMIA,2011-09-13
900,199,scott_summit_beautiful_artificial_limbs,139539,TEDxCambridge,2011-11-19
901,203,sebastian_bortnik_the_conversation_we_re_not_having_about_digital_child_abuse,431430,TEDxRiodelaPlata,2016-10-22
902,205,sebastian_junger_our_lonely_society_makes_it_hard_to_come_home_from_war,812705,TED Talks Live,2015-11-04
903,207,sebastian_kraves_the_era_of_personal_dna_testing_is_here,1076084,TED@BCG Paris,2016-05-18
905,209,sebastian_thrun_and_chris_anderson_the_new_generation_of_computers_is_programming_itself,1020364,TED2017,2017-04-24
907,214,seema_bansal_how_to_fix_a_broken_education_system_without_any_more_money,1291019,TED@BCG Paris,2016-05-18
909,216,serena_williams_gayle_king_on_tennis_love_and_motherhood,1735305,TED2017,2017-04-24
910,218,sergey_brin_and_larry_page_on_google,1488788,TED2004,2004-02-02
911,222,seth_godin_on_sliced_bread,5689116,TED2003,2003-02-27
912,224,seth_godin_this_is_broken_1,963596,Gel Conference,2006-09-08
913,227,sethembile_msezane_living_sculptures_that_stand_for_history_s_truths,904361,TEDGlobal 2017,2017-08-27
914,231,shah_rukh_khan_thoughts_on_humanity_fame_and_love,5682323,TED2017,2017-04-24
917,237,shaolan_the_chinese_zodiac_explained,2106258,TED2016,2016-02-17
918,238,sharon_brous_it_s_time_to_reclaim_and_reinvent_religion,1262521,TEDWomen 2016,2016-10-28
919,239,sharon_terry_science_didn_t_understand_my_kids_rare_disease_until_i_decided_to_study_it,1169632,TEDMED 2016,2016-11-30
924,253,sherwin_nuland_on_electroshock_therapy,1585308,TED2003,2001-02-02
925,254,sherwin_nuland_on_hope,351639,TED2003,2003-02-02
928,267,shonda_rhimes_and_cyndi_stivers_the_future_of_storytelling,923713,TED2017,2017-04-24
929,269,shubhendu_sharma_an_engineers_vision_for_tiny_forests_everywhere,1141107,TED2014,2014-03-16
930,273,siamak_hariri_how_do_you_build_a_sacred_space,1162704,TEDNYC,2017-03-08
931,275,siddhartha_roy_science_in_service_to_the_public_good,941488,TEDxVirginiaTech,2016-11-10
932,278,silk_road_ensemble_rhiannon_giddens_st_james_infirmary_blues,844447,TED2016,2016-02-16
933,279,silk_road_ensemble_turceasca,669915,TED2016,2016-02-15
934,280,simon_anholt_how_would_the_rest_of_the_world_vote_in_your_country_s_election,1043098,TEDxFrankfurt,2016-11-29
935,285,sinead_burke_why_design_should_include_everyone,1211812,TEDNYC,2017-03-08
937,288,sisonke_msimang_if_a_story_moves_you_act_on_it,1200464,TEDWomen 2016,2016-10-27
938,289,sitawa_wafula_why_i_speak_up_about_living_with_epilepsy,779175,TEDNairobi Ideas Search,2017-02-08
939,290,sivamani_rhythm_is_everything_everywhere,562339,TEDIndia 2009,2009-11-06
940,294,sleepy_man_banjo_boys_bluegrass_virtuosity_from_new_jersey,5514902,TED2013,2013-02-26
941,295,so_percussion_music_for_wood_and_strings,795789,TED2016,2016-02-15
942,296,sofi_tukker_awoo,965214,TEDNYC,2017-03-08
943,297,sofia_jawed_wessel_the_lies_we_tell_pregnant_women,1743024,TEDxOmaha,2016-10-08
944,301,sophie_hunger_plays_songs_of_secrets_city_lights,526532,TEDGlobal 2009,2009-07-23
945,307,stacy_smith_the_data_behind_hollywood_s_sexism,960309,TEDWomen 2016,2016-10-26
947,312,stefan_sagmeister_on_what_he_has_learned,760489,TED2008,2008-02-02
948,313,stefan_sagmeister_shares_happy_design,1818693,TED2004,2004-02-02
949,320,stephanie_busari_how_fake_news_does_real_harm,1142285,TEDLagos Ideas Search,2017-02-11
954,331,stephen_wilkes_the_passing_of_time_caught_in_a_single_photo,1635979,TED2016,2016-02-19
955,334,steve_jobs_how_to_live_before_you_die,8853596,Stanford University,2005-06-12
957,342,steven_johnson_how_play_leads_to_great_inventions,1193973,TED Studio,2016-10-21
958,344,steven_johnson_tours_the_ghost_map,703602,TEDSalon 2006,2006-11-30
959,346,steven_levitt_analyzes_crack_economics,2926684,TED2004,2004-02-27
960,347,steven_levitt_on_child_carseats,765151,TEDGlobal 2005,2005-07-12
961,349,steven_pinker_chalks_it_up_to_the_blank_slate,1080285,TED2003,2003-02-28
962,350,steven_pinker_on_language_and_thought,1986716,TEDGlobal 2005,2005-07-07
963,351,steven_pinker_on_the_myth_of_violence,2191295,TED2007,2007-03-03
965,355,stew_says_black_men_ski,588746,TED2006,2006-03-03
966,356,stewart_brand_on_squatter_cities,960681,TED2006,2006-02-02
967,363,stuart_russell_how_ai_might_make_us_better_people,1242186,TED2017,2017-04-24
968,365,sue_desmond_hellmann_a_smarter_more_precise_way_to_think_about_public_health,945145,TED2016,2016-02-19
969,366,sue_klebold_my_son_was_a_columbine_shooter_this_is_my_story,2887477,TEDMED 2016,2016-11-30
974,379,susan_pinker_the_secret_to_living_longer_may_be_your_social_life,1544918,TED2017,2017-04-24
975,380,susan_robinson_how_i_fail_at_being_disabled,1235866,TED Residency,2016-12-13
976,381,susan_savage_rumbaugh_on_apes_that_write,2272836,TED2004,2004-02-02
977,382,susan_shaw_the_oil_spill_s_toxic_trade_off,222069,TEDxOilSpill,2010-06-28
978,385,suzanne_barakat_islamophobia_killed_my_brother_let_s_end_the_hate,1243843,TEDWomen 2016,2016-10-28
979,387,suzanne_simard_how_trees_talk_to_each_other,2595816,TEDSummit,2016-06-29
981,391,sxip_shirey_at_the_breathing_place,219601,TED2008,2008-02-12
982,394,t_morgan_dixon_and_vanessa_garrison_walking_as_a_revolutionary_act_of_self_care,1051805,TED2017,2017-04-24
984,406,tara_winkler_why_we_need_to_end_the_era_of_orphanages,921488,TEDxSydney,2016-05-24
985,409,tasos_frantzolas_everything_you_hear_on_film_is_a_lie,1280694,TEDxAthens,2016-02-06
986,412,taylor_mali_what_teachers_make,690494,Bowery Poetry Club,2005-11-12
987,415,ted_halstead_a_climate_solution_where_all_sides_can_win,1141529,TED2017,2017-04-24
988,417,teenaged_boy_wonders_play_bluegrass,1844875,TED@New York,2012-06-07
989,420,teresa_njoroge_what_i_learned_serving_time_for_a_crime_i_didn_t_commit,915127,TEDWomen 2017,2017-11-01
991,424,the_cockroach_beatbox,314650,TED-Ed,2011-11-17
992,425,the_debut_of_the_british_paraorchestra,70215,TEDxBrussels,2011-11-22
993,427,the_inspiration_of_second_life,562305,Serious Play 2008,2008-05-08
994,428,the_interspecies_internet_an_idea_in_progress,724765,TED2013,2013-02-28
995,429,the_jill_and_julia_show,496839,TED2007,2007-03-03
996,2626,the_secret_life_of_plankton,200671,TED-Ed,2012-04-02
997,435,theo_e_j_wilson_a_black_man_goes_undercover_in_the_alt_right,1360207,TEDxMileHigh,2017-07-08
1002,440,thomas_dolby_and_rachelle_garniez,449940,TED2004,2004-02-02
1004,448,thomas_pogge_medicine_for_the_99_percent,244371,TEDxCanberra,2011-09-24
1005,451,thordis_elva_tom_stranger_our_story_of_rape_and_reconciliation,4238215,TEDWomen 2016,2016-10-26
1006,457,tim_birkhead_the_wisdom_of_birds,113202,The Do Lectures,2009-09-18
1008,461,tim_ferriss_why_you_should_define_your_fears_instead_of_your_goals,4125387,TED2017,2017-04-24
1009,462,tim_harford,1775196,TEDGlobal 2011,2011-07-13
1010,463,tim_harford_how_messy_problems_can_inspire_creativity,3040728,TEDGlobal>London,2015-09-29
1011,465,tim_kruger_can_we_stop_climate_change_by_removing_co2_from_the_air,961192,TED2017,2017-04-24
1012,467,tim_leberecht_4_ways_to_build_a_human_company_in_the_age_of_machines,1447264,TEDSummit,2016-06-28
1013,470,timothy_ihrig_what_we_can_do_to_die_well,1306370,TEDxDesMoines,2013-09-08
1014,472,tiq_milan_and_kim_katrin_milan_a_queer_vision_of_love_and_marriage,1249151,TEDWomen 2016,2016-10-27
1015,473,titus_kaphar_can_art_amend_history,1125079,TED2017,2017-04-24
1016,476,tod_machover_and_dan_ellsey_play_new_music,508135,TED2008,2008-03-03
1017,477,todd_coleman_a_temporary_tattoo_that_brings_hospital_care_to_the_home,1180802,TEDMED 2015,2015-11-18
1018,480,todd_scott_an_intergalactic_guide_to_using_a_defibrillator,1027655,TEDNYC,2017-01-26
1019,482,tom_gruber_how_ai_can_enhance_our_memory_work_and_social_lives,1501630,TED2017,2017-04-24
1021,484,tom_hulme_what_can_we_learn_from_shortcuts,1463503,TED2016,2016-02-17
1022,486,tom_shannon_s_magnetic_sculpture,1087714,TED2003,2003-02-27
1023,487,tom_shannon_the_painter_and_the_pendulum,438290,TED in the Field,2009-05-05
1024,490,tom_wujec_build_a_tower,4169865,TED2010,2010-02-14
1025,491,tom_wujec_demos_the_13th_century_astrolabe,597252,TEDGlobal 2009,2009-07-23
1026,494,tomas_saraceno_would_you_live_in_a_floating_bubble_in_the_sky,479098,TED2017,2017-04-24
1028,503,toys_from_the_future,416002,TED2005,2005-02-02
1029,507,trevor_copp_jeff_fox_ballroom_dance_that_breaks_gender_roles,588954,TEDxMontreal,2015-11-07
1030,508,trevor_timm_how_free_is_our_freedom_of_the_press,1299060,TED2016,2016-02-15
1031,509,tricia_wang_the_human_insights_missing_from_big_data,1317373,TEDxCambridge,2016-09-29
1032,510,triona_mcgrath_how_pollution_is_changing_the_ocean_s_chemistry,1204940,TEDxFulbrightDublin,2016-02-06
1033,511,tristan_harris_how_better_tech_could_protect_us_from_distraction,1493985,TEDxBrussels,2014-12-01
1034,512,tristan_harris_the_manipulative_tricks_tech_companies_use_to_capture_your_attention,1802282,TED2017,2017-04-24
1035,517,two_young_scientists_break_down_plastics_with_bacteria,1237538,TED2013,2013-02-28
1036,518,tyler_cowen_be_suspicious_of_stories,342393,TEDxMidAtlantic,2009-11-09
1037,522,uldus_bakhtiozina_portraits_that_transform_people_into_whatever_they_want_to_be,775722,TED2017,2017-04-24
1038,527,usman_riaz_and_preston_reed_a_young_guitarist_meets_his_hero,3706257,TEDGlobal 2012,2012-06-28
1039,529,vanessa_ruiz_the_spellbinding_art_of_human_anatomy,1292631,TEDMED 2015,2015-11-18
1040,530,veerle_provoost_do_kids_think_of_sperm_donors_as_family,1057184,TEDxGhent,2016-06-18
1041,533,victor_rios_help_for_kids_the_education_system_ignores,1214079,TED Talks Live,2015-11-02
1042,534,victoria_pratt_how_judges_can_show_respect,867998,TEDNYC,2016-10-05
1044,539,viktor_frankl_youth_in_search_of_meaning,1053136,Toronto Youth Corps,1972-05-14
1045,540,vilayanur_ramachandran_on_your_mind,4061502,TED2007,2007-03-03
1046,545,vishal_vaid_s_hypnotic_song,418720,TED2006,2006-02-09
1047,547,vusi_mahlasela_s_encore_at_tedglobal2007,427743,TEDGlobal 2007,2007-06-08
1048,548,vusi_mahlasela_sings_thula_mama,548218,TEDGlobal 2007,2007-06-07
1050,554,wanda_diaz_merced_how_a_blind_astronomer_found_a_way_to_hear_the_stars,820193,TED2016,2016-02-16
1051,555,wanis_kabbaj_what_a_driverless_world_could_look_like,3142782,TED@UPS,2016-09-15
1052,556,wanuri_kahiu_fun_fierce_and_fantastical_african_art,750732,TED2017,2017-04-24
1053,557,washington_wachira_for_the_love_of_birds,770308,TEDGlobal 2017,2017-08-27
1055,561,wendy_troxel_why_school_should_start_later_for_teens,1421103,TEDxManhattanBeach,2016-11-05
1056,563,what_we_learned_from_5_million_books,1816138,TEDxBoston 2011,2011-07-24
1064,580,xavier_de_kestelier_adventures_of_an_interplanetary_architect,724063,TEDxLeuven,2016-11-17
1066,584,yann_arthus_bertrand_captures_fragile_earth_in_wide_angle,772118,TED2009,2009-02-04
1069,593,yuval_noah_harari_nationalism_vs_globalism_the_new_political_divide,1770571,TED Dialogues,2017-02-15
1070,596,yves_behar_s_supercharged_motorcycle_design,560744,TED2009,2009-02-06
1072,603,zaria_forman_drawings_that_show_the_beauty_and_fragility_of_earth,1153006,TED Talks Live,2015-11-06
1074,609,zeynep_tufekci_machine_intelligence_makes_human_morals_more_important,1318617,TEDSummit,2016-06-29
1075,610,zeynep_tufekci_we_re_building_a_dystopia_just_to_make_people_click_on_ads,1677289,TEDGlobal>NYC,2017-09-20
1076,612,zimchallenge,2223198,TED2011,2011-03-01
1077,614,zubaida_bai_a_simple_birth_kit_for_mothers_in_the_developing_world,858851,TED Residency,2016-12-13
