slug,view_count,event,filmed
stephen_cave_the_4_stories_we_tell_ourselves_about_death,2295086,TEDxBratislava,2013-07-18
stephen_coleman_the_moral_dangers_of_non_lethal_weapons,490844,TEDxCanberra,2011-09-24
stephen_friend_the_hunt_for_unexpected_genetic_heroes,972813,TED2014,2014-03-18
stephen_hawking_asks_big_questions_about_the_universe,8878558,TED2008,2008-02-27
stephen_lawler_tours_microsoft_virtual_earth,312422,TED2007,2007-03-03
stephen_palumbi_following_the_mercury_trail,368970,Mission Blue Voyage,2010-04-10
stephen_petranek_counts_down_to_armageddon,1734223,TED2002,2002-02-02
stephen_petranek_your_kids_might_live_on_mars_here_s_how_they_ll_survive,1551663,TED2015,2015-03-16
stephen_ritz_a_teacher_growing_green_in_the_south_bronx,1153722,TEDxManhattan,2012-02-01
stephen_wilkes_the_passing_of_time_caught_in_a_single_photo,1635979,TED2016,2016-02-19
stephen_wolfram_computing_a_theory_of_everything,1563440,TED2010,2010-02-12
steve_howard_let_s_go_all_in_on_selling_sustainability,1063963,TEDGlobal 2013,2013-06-14
steve_jobs_how_to_live_before_you_die,8853596,Stanford University,2005-06-12
steve_jurvetson_on_model_rocketry,420524,TED2007,2007-03-03
steve_keil_a_manifesto_for_play_for_bulgaria_and_beyond,612769,TEDxBG,2011-01-08
steve_ramirez_and_xu_liu_a_mouse_a_laser_beam_a_manipulated_memory,1059974,TEDxBoston,2013-06-25
steve_silberman_the_forgotten_history_of_autism,1507060,TED2015,2015-03-18
steve_truglia_a_leap_from_the_edge_of_space,577874,TEDGlobal 2009,2009-07-22
steven_addis_a_father_daughter_bond_one_photo_at_a_time,1428223,TED2012,2012-02-29
steven_cowley_fusion_is_energy_s_future,715173,TEDGlobal 2009,2009-07-22
steven_johnson_how_play_leads_to_great_inventions,1193973,TED Studio,2016-10-21
steven_johnson_on_the_web_as_a_city,351511,TED2003,2003-02-02
steven_johnson_tours_the_ghost_map,703602,TEDSalon 2006,2006-11-30
steven_johnson_where_good_ideas_come_from,4039606,TEDGlobal 2010,2010-07-15
steven_levitt_analyzes_crack_economics,2926684,TED2004,2004-02-27
steven_levitt_on_child_carseats,765151,TEDGlobal 2005,2005-07-12
steven_pinker_and_rebecca_newberger_goldstein_the_long_reach_of_reason,1015786,TED2012,2012-02-19
steven_pinker_chalks_it_up_to_the_blank_slate,1080285,TED2003,2003-02-28
steven_pinker_on_language_and_thought,1986716,TEDGlobal 2005,2005-07-07
steven_pinker_on_the_myth_of_violence,2191295,TED2007,2007-03-03
steven_schwaitzberg_a_universal_translator_for_surgeons,500184,TEDxBeaconStreet,2012-11-17
steven_strogatz_on_sync,653134,TED2004,2004-02-02
steven_wise_chimps_have_feelings_and_thoughts_they_should_also_have_rights,1044136,TED2015,2015-03-25
stew_says_black_men_ski,588746,TED2006,2006-03-03
stewart_brand_on_squatter_cities,960681,TED2006,2006-02-02
stewart_brand_on_the_long_now,248103,TED2004,2004-02-02
stewart_brand_proclaims_4_environmental_heresies,671153,TED@State,2009-06-03
stewart_brand_the_dawn_of_de_extinction_are_you_ready,1962698,TED2013,2013-02-26
sting_how_i_started_writing_songs_again,1983411,TED2014,2014-03-18
stuart_brown_says_play_is_more_than_fun_it_s_vital,1707266,Serious Play 2008,2008-05-08
stuart_firestein_the_pursuit_of_ignorance,1865425,TED2013,2013-02-28
stuart_russell_how_ai_might_make_us_better_people,1242186,TED2017,2017-04-24
sue_austin_deep_sea_diving_in_a_wheelchair,2084363,TEDxWomen 2012,2012-12-01
sue_desmond_hellmann_a_smarter_more_precise_way_to_think_about_public_health,945145,TED2016,2016-02-19
sue_klebold_my_son_was_a_columbine_shooter_this_is_my_story,2887477,TEDMED 2016,2016-11-30
sugata_mitra_build_a_school_in_the_cloud,2970425,TED2013,2013-02-26
sugata_mitra_shows_how_kids_teach_themselves,1520276,LIFT 2007,2007-02-02
sugata_mitra_the_child_driven_education,2583589,TEDGlobal 2010,2010-07-15
suheir_hammad_poems_of_war_peace_women_power,624130,TEDWomen 2010,2010-12-08
suki_kim_this_is_what_it_s_like_to_go_undercover_in_north_korea,3656654,TED2015,2015-03-18
sunitha_krishnan_tedindia,2573832,TEDIndia 2009,2009-11-05
sunni_brown,1330705,TED2011,2011-03-03
susan_blackmore_on_memes_and_temes,747170,TED2008,2008-02-29
susan_cain_the_power_of_introverts,18481722,TED2012,2012-02-28
susan_colantuono_the_career_advice_you_probably_didn_t_get,3497794,TEDxBeaconStreet,2013-11-16
susan_etlinger_what_do_we_do_with_all_this_big_data,1234795,TED@IBM,2014-09-25
susan_lim,626325,INK Conference,2010-12-07
susan_pinker_the_secret_to_living_longer_may_be_your_social_life,1544918,TED2017,2017-04-24
susan_robinson_how_i_fail_at_being_disabled,1235866,TED Residency,2016-12-13
susan_savage_rumbaugh_on_apes_that_write,2272836,TED2004,2004-02-02
susan_shaw_the_oil_spill_s_toxic_trade_off,222069,TEDxOilSpill,2010-06-28
susan_solomon_the_promise_of_research_with_stem_cells,846841,TEDGlobal 2012,2012-06-28
suzana_herculano_houzel_what_is_so_special_about_the_human_brain,2541253,TEDGlobal 2013,2013-06-12
suzanne_barakat_islamophobia_killed_my_brother_let_s_end_the_hate,1243843,TEDWomen 2016,2016-10-28
suzanne_lee_grow_your_own_clothes,1251441,TED2011,2011-03-02
suzanne_simard_how_trees_talk_to_each_other,2595816,TEDSummit,2016-06-29
suzanne_talhouk_don_t_kill_your_language,1271146,TEDxBeirut,2012-12-18
svante_paeaebo_dna_clues_to_our_inner_neanderthal,1411899,TEDGlobal 2011,2011-07-14
swami_dayananda_saraswati,287410,Chautauqua Institution,2009-10-01
sxip_shirey_at_the_breathing_place,219601,TED2008,2008-02-12
sylvia_earle_s_ted_prize_wish_to_protect_our_oceans,1177522,TED2009,2009-02-05
t_boone_pickens_let_s_transform_energy_with_natural_gas,620269,TED2012,2012-03-01
t_morgan_dixon_and_vanessa_garrison_walking_as_a_revolutionary_act_of_self_care,1051805,TED2017,2017-04-24
tabetha_boyajian_the_most_mysterious_star_in_the_universe,3175652,TED2016,2016-02-16
taiye_selasi_don_t_ask_where_i_m_from_ask_where_i_m_a_local,2291144,TEDGlobal 2014,2014-10-07
takaharu_tezuka_the_best_kindergarten_you_ve_ever_seen,4308384,TEDxKyoto,2014-09-28
tal_danino_we_can_use_bacteria_to_detect_cancer_and_maybe_treat_it,1244584,TED2015,2015-03-16
tal_golesworthy_how_i_repaired_my_own_heart,1347630,TEDxKrakow,2011-10-11
tali_sharot_the_optimism_bias,2041504,TED2012,2012-02-29
talithia_williams_own_your_body_s_data,1405269,TEDxClaremontColleges,2014-02-12
tan_le_a_headset_that_reads_your_brainwaves,2501743,TEDGlobal 2010,2010-07-16
tan_le_my_immigration_story,1116964,TEDxWomen 2011,2011-12-01
tania_luna_how_a_penny_made_me_feel_like_a_millionaire,1678203,TED@New York,2012-07-12
tania_simoncelli_should_you_be_able_to_patent_a_human_gene,1076567,TEDxAmoskeagMillyard,2014-11-15
tara_winkler_why_we_need_to_end_the_era_of_orphanages,921488,TEDxSydney,2016-05-24
taryn_simon_photographs_secret_sites,1609697,TEDGlobal 2009,2009-07-23
taryn_simon_the_stories_behind_the_bloodlines,785211,TEDSalon London Fall 2011,2011-11-10
tasos_frantzolas_everything_you_hear_on_film_is_a_lie,1280694,TEDxAthens,2016-02-06
tasso_azevedo_hopeful_lessons_from_the_battle_to_save_rainforests,889270,TEDGlobal 2014,2014-10-16
tavi_gevinson_a_teen_just_trying_to_figure_it_out,1509808,TEDxTeen,2012-03-31
taylor_mali_what_teachers_make,690494,Bowery Poetry Club,2005-11-12
taylor_wilson_my_radical_plan_for_small_nuclear_fission_reactors,1597627,TED2013,2013-02-27
taylor_wilson_yup_i_built_a_nuclear_fusion_reactor,3261007,TED2012,2012-03-01
ted_halstead_a_climate_solution_where_all_sides_can_win,1141529,TED2017,2017-04-24
teddy_cruz_how_architectural_innovations_migrate_across_borders,697641,TEDGlobal 2013,2013-06-12
teenaged_boy_wonders_play_bluegrass,1844875,TED@New York,2012-06-07
teitur_home_is_a_song_i_ve_always_remembered,1047997,TED2015,2015-03-19
temple_grandin_the_world_needs_all_kinds_of_minds,4504615,TED2010,2010-02-10
teresa_njoroge_what_i_learned_serving_time_for_a_crime_i_didn_t_commit,915127,TEDWomen 2017,2017-11-01
terry_moore_how_to_tie_your_shoes,6373561,TED2005,2005-02-02
terry_moore_why_is_x_the_unknown,3327718,TED2012,2012-02-28
thandie_newton_embracing_otherness_embracing_myself,2546422,TEDGlobal 2011,2011-07-13
the_cockroach_beatbox,314650,TED-Ed,2011-11-17
the_debut_of_the_british_paraorchestra,70215,TEDxBrussels,2011-11-22
the_design_genius_of_charles_and_ray_eames,609031,TED2007,2007-02-02
the_inspiration_of_second_life,562305,Serious Play 2008,2008-05-08
the_interspecies_internet_an_idea_in_progress,724765,TED2013,2013-02-28
the_jill_and_julia_show,496839,TED2007,2007-03-03
the_lady_lifers_a_moving_song_from_women_in_prison_for_life,1326991,TEDxMuncyStatePrison,2014-11-21
the_lxd_in_the_internet_age_dance_evolves,2836593,TED2010,2010-02-02
the_raspyni_brothers_juggle_and_jest,817084,TED2002,2002-02-02
theaster_gates_how_to_revive_a_neighborhood_with_imagination_beauty_and_art,1049576,TED2015,2015-03-18
thelma_golden_how_art_gives_shape_to_cultural_change,542364,TED2009,2009-02-10
theo_e_j_wilson_a_black_man_goes_undercover_in_the_alt_right,1360207,TEDxMileHigh,2017-07-08
theo_jansen_creates_new_creatures,4038732,TED2007,2007-03-03
they_might_be_giants_play_at_8_30_am,367797,TED2007,2007-03-03
thom_mayne_on_architecture_as_connection,682841,TED2005,2005-02-25
thomas_barnett_draws_a_new_map_for_peace,1156657,TED2005,2005-02-02
thomas_dolby_and_rachelle_garniez,449940,TED2004,2004-02-02
thomas_goetz_it_s_time_to_redesign_medical_data,512730,TEDMED 2010,2010-10-10
thomas_heatherwick,1604871,TED2011,2011-03-02
thomas_hellum_the_world_s_most_boring_television_and_why_it_s_hilariously_addictive,2092503,TEDxArendal,2014-08-15
thomas_insel_toward_a_new_understanding_of_mental_illness,1224067,TEDxCaltech,2013-01-18
thomas_p_campbell_weaving_narratives_in_museum_galleries,632125,TED2012,2012-03-01
thomas_peschak_dive_into_an_ocean_photographer_s_world,925456,Mission Blue II,2015-10-10
thomas_piketty_new_thoughts_on_capital_in_the_twenty_first_century,1385634,TEDSalon Berlin 2014,2014-06-23
thomas_pogge_medicine_for_the_99_percent,244371,TEDxCanberra,2011-09-24
thomas_suarez_a_12_year_old_app_developer,7118749,TEDxManhattanBeach,2011-10-22
thomas_thwaites_how_i_built_a_toaster_from_scratch,1325357,TEDSalon London 2010,2010-11-11
thordis_elva_tom_stranger_our_story_of_rape_and_reconciliation,4238215,TEDWomen 2016,2016-10-26
thulasiraj_ravilla_how_low_cost_eye_care_can_be_world_class,301498,TEDIndia 2009,2009-11-05
tierney_thys_swims_with_the_giant_sunfish,930697,TED2003,2003-02-02
tim_berners_lee_a_magna_carta_for_the_web,1074603,TED2014,2014-03-12
tim_berners_lee_on_the_next_web,1388986,TED2009,2009-02-05
tim_berners_lee_the_year_open_data_went_worldwide,687676,TED2010,2010-02-10
tim_birkhead_the_wisdom_of_birds,113202,The Do Lectures,2009-09-18
tim_brown_on_creativity_and_play,1941267,Serious Play 2008,2008-05-07
tim_brown_urges_designers_to_think_big,1392056,TEDGlobal 2009,2009-07-22
tim_ferriss_smash_fear_learn_anything,2934983,EG 2008,2008-12-05
tim_ferriss_why_you_should_define_your_fears_instead_of_your_goals,4125387,TED2017,2017-04-24
tim_harford,1775196,TEDGlobal 2011,2011-07-13
tim_harford_how_messy_problems_can_inspire_creativity,3040728,TEDGlobal>London,2015-09-29
tim_jackson_s_economic_reality_check,917120,TEDGlobal 2010,2010-07-15
tim_kruger_can_we_stop_climate_change_by_removing_co2_from_the_air,961192,TED2017,2017-04-24
tim_leberecht_3_ways_to_usefully_lose_control_of_your_reputation,957200,TEDGlobal 2012,2012-06-25
tim_leberecht_4_ways_to_build_a_human_company_in_the_age_of_machines,1447264,TEDSummit,2016-06-28
tim_urban_inside_the_mind_of_a_master_procrastinator,17093025,TED2016,2016-02-16
timothy_bartik_the_economic_case_for_preschool,412653,TEDxMiamiUniversity,2012-09-14
timothy_ihrig_what_we_can_do_to_die_well,1306370,TEDxDesMoines,2013-09-08
timothy_prestero_design_for_people_not_awards,1033819,TEDxBoston 2012,2012-06-22
tiq_milan_and_kim_katrin_milan_a_queer_vision_of_love_and_marriage,1249151,TEDWomen 2016,2016-10-27
titus_kaphar_can_art_amend_history,1125079,TED2017,2017-04-24
toby_eccles_invest_in_social_change,930269,TEDGlobal 2013,2013-06-12
toby_shapshak_you_don_t_need_an_app_for_that,1483139,TEDGlobal 2013,2013-07-17
tod_machover_and_dan_ellsey_play_new_music,508135,TED2008,2008-03-03
todd_coleman_a_temporary_tattoo_that_brings_hospital_care_to_the_home,1180802,TEDMED 2015,2015-11-18
todd_humphreys_how_to_fool_a_gps,736819,TEDxAustin,2012-02-11
todd_kuiken_a_prosthetic_arm_that_feels,852395,TEDGlobal 2011,2011-07-14
todd_scott_an_intergalactic_guide_to_using_a_defibrillator,1027655,TEDNYC,2017-01-26
tom_chatfield_7_ways_games_reward_the_brain,1041970,TEDGlobal 2010,2010-07-14
tom_gruber_how_ai_can_enhance_our_memory_work_and_social_lives,1501630,TED2017,2017-04-24
tom_honey_on_god_and_the_tsunami,626085,TED2005,2005-02-02
tom_hulme_what_can_we_learn_from_shortcuts,1463503,TED2016,2016-02-17
tom_rielly_delivers_a_comic_send_up_of_ted2006,619524,TED2006,2006-02-02
tom_shannon_s_magnetic_sculpture,1087714,TED2003,2003-02-27
tom_shannon_the_painter_and_the_pendulum,438290,TED in the Field,2009-05-05
tom_thum_the_orchestra_in_my_mouth,10328090,TEDxSydney,2013-05-04
tom_uglow_an_internet_without_screens_might_look_like_this,1635115,TEDxSydney,2015-05-20
tom_wujec_build_a_tower,4169865,TED2010,2010-02-14
tom_wujec_demos_the_13th_century_astrolabe,597252,TEDGlobal 2009,2009-07-23
tom_wujec_got_a_wicked_problem_first_tell_me_how_you_make_toast,2573224,TEDGlobal 2013,2013-06-10
tom_wujec_on_3_ways_the_brain_creates_meaning,1040578,TED2009,2009-02-06
tomas_saraceno_would_you_live_in_a_floating_bubble_in_the_sky,479098,TED2017,2017-04-24
toni_griffin_a_new_vision_for_rebuilding_detroit,835023,TEDCity2.0,2013-10-11
juno_mac_the_laws_that_sex_workers_really_want,1870461,TEDxEastEnd,2016-01-30
tony_fadell_the_first_secret_of_design_is_noticing,2135821,TED2015,2015-03-25
tony_porter_a_call_to_men,2391028,TEDWomen 2010,2010-12-07
tony_robbins_asks_why_we_do_what_we_do,21454365,TED2006,2006-02-02
tony_wyss_coray_how_young_blood_might_help_reverse_aging_yes_really,1529995,TEDGlobalLondon,2015-06-16
topher_white_what_can_save_the_rainforest_your_used_cell_phone,1262986,TEDxCERN,2014-09-24
torsten_reil_studies_biology_to_make_animation,328834,TED2003,2003-03-03
toys_from_the_future,416002,TED2005,2005-02-02
tracy_chevalier_finding_the_story_inside_the_painting,1220773,TEDSalon London Spring 2012,2012-05-10
travis_kalanick_uber_s_plan_to_get_more_people_into_fewer_cars,1632055,TED2016,2016-02-15
trevor_aaronson_how_this_fbi_strategy_is_actually_creating_us_based_terrorists,1270394,TED2015,2015-03-16
trevor_copp_jeff_fox_ballroom_dance_that_breaks_gender_roles,588954,TEDxMontreal,2015-11-07
trevor_timm_how_free_is_our_freedom_of_the_press,1299060,TED2016,2016-02-15
tricia_wang_the_human_insights_missing_from_big_data,1317373,TEDxCambridge,2016-09-29
triona_mcgrath_how_pollution_is_changing_the_ocean_s_chemistry,1204940,TEDxFulbrightDublin,2016-02-06
tristan_harris_how_better_tech_could_protect_us_from_distraction,1493985,TEDxBrussels,2014-12-01
tristan_harris_the_manipulative_tricks_tech_companies_use_to_capture_your_attention,1802282,TED2017,2017-04-24
tristram_stuart_the_global_food_waste_scandal,1524816,TEDSalon London Spring 2012,2012-05-10
tristram_wyatt_the_smelly_mystery_of_the_human_pheromone,1205807,TEDxLeuvenSalon,2013-09-17
trita_parsi_iran_and_israel_peace_is_possible,749718,TEDGlobal 2013,2013-06-26
tshering_tobgay_this_country_isn_t_just_carbon_neutral_it_s_carbon_negative,2048221,TED2016,2016-02-19
two_young_scientists_break_down_plastics_with_bacteria,1237538,TED2013,2013-02-28
tyler_cowen_be_suspicious_of_stories,342393,TEDxMidAtlantic,2009-11-09
tyler_dewitt_hey_science_teachers_make_it_fun,1546165,TEDxBeaconStreet,2012-11-17
tyrone_hayes_penelope_jagessar_chaffer_the_toxic_baby,460808,TEDWomen 2010,2010-12-02
ueli_gegenschatz_extreme_wingsuit_jumping,1463902,TED2009,2009-02-06
uldus_bakhtiozina_portraits_that_transform_people_into_whatever_they_want_to_be,775722,TED2017,2017-04-24
uldus_bakhtiozina_wry_photos_that_turn_stereotypes_upside_down,1501731,TED2014,2014-03-20
uri_alon_why_truly_innovative_science_demands_a_leap_into_the_unknown,1030684,TEDGlobal 2013,2013-06-13
uri_hasson_this_is_your_brain_on_communication,1899351,TED2016,2016-02-18
ursus_wehrli_tidies_up_art,1342844,TED2006,2006-02-02
usman_riaz_and_preston_reed_a_young_guitarist_meets_his_hero,3706257,TEDGlobal 2012,2012-06-28
van_jones_the_economic_injustice_of_plastic,482802,TEDxGreatPacificGarbagePatch,2010-11-14
vanessa_ruiz_the_spellbinding_art_of_human_anatomy,1292631,TEDMED 2015,2015-11-18
veerle_provoost_do_kids_think_of_sperm_donors_as_family,1057184,TEDxGhent,2016-06-18
verna_myers_how_to_overcome_our_biases_walk_boldly_toward_them,1637199,TEDxBeaconStreet,2014-11-15
vicki_arroyo_let_s_prepare_for_our_new_climate,1046973,TEDGlobal 2012,2012-06-27
victor_rios_help_for_kids_the_education_system_ignores,1214079,TED Talks Live,2015-11-02
victoria_pratt_how_judges_can_show_respect,867998,TEDNYC,2016-10-05
vijay_kumar_robots_that_fly_and_cooperate,4337994,TED2012,2012-02-29
vijay_kumar_the_future_of_flying_robots,1426132,TEDxPenn,2015-04-12
vik_muniz_makes_art_with_wire_sugar,1177655,TED2003,2003-02-27
vikram_patel_mental_health_for_all_by_involving_all,959306,TEDGlobal 2012,2012-06-27
viktor_frankl_youth_in_search_of_meaning,1053136,Toronto Youth Corps,1972-05-14
vilayanur_ramachandran_on_your_mind,4061502,TED2007,2007-03-03
vinay_venkatraman_technology_crafts_for_the_digitally_underserved,593332,TEDxSummit,2012-04-19
vincent_cochetel_i_was_held_hostage_for_317_days_here_s_what_i_thought_about,1167944,TEDxPlaceDesNations,2014-12-11
vincent_moon_and_nana_vasconcelos_the_world_s_hidden_music_rituals,1033152,TEDGlobal 2014,2014-10-09
virginia_postrel_on_glamour,384241,TED2004,2004-02-02
vishal_vaid_s_hypnotic_song,418720,TED2006,2006-02-09
vs_ramachandran_the_neurons_that_shaped_civilization,1970573,TEDIndia 2009,2009-11-05
vusi_mahlasela_s_encore_at_tedglobal2007,427743,TEDGlobal 2007,2007-06-08
vusi_mahlasela_sings_thula_mama,548218,TEDGlobal 2007,2007-06-07
wadah_khanfar_a_historic_moment_in_the_arab_world,935466,TED2011,2011-03-02
wade_davis_on_endangered_cultures,2721658,TED2003,2003-02-03
wade_davis_on_the_worldwide_web_of_belief_and_ritual,1108618,TED2008,2008-02-02
wael_ghonim_inside_the_egyptian_revolution,931206,TED2011,2011-03-04
wael_ghonim_let_s_design_social_media_that_drives_real_change,1310932,TEDGlobal>Geneva,2015-12-08
wanda_diaz_merced_how_a_blind_astronomer_found_a_way_to_hear_the_stars,820193,TED2016,2016-02-16
wanis_kabbaj_what_a_driverless_world_could_look_like,3142782,TED@UPS,2016-09-15
wanuri_kahiu_fun_fierce_and_fantastical_african_art,750732,TED2017,2017-04-24
washington_wachira_for_the_love_of_birds,770308,TEDGlobal 2017,2017-08-27
wayne_mcgregor_a_choreographer_s_creative_process_in_real_time,915787,TEDGlobal 2012,2012-06-27
wendy_chung_autism_what_we_know_and_what_we_don_t_know_yet,2418079,TED2014,2014-03-20
